"uniqueID","sampleID","N_mg","C_mg","Proj.ID","Lake.ID","Site","Trap.ID","Deploy.ID","Total.Water.Vol...mL.","Water.Vol..Filtered..mL.","Comments","N_mg_m2","C_mg_m2","deployDuration","C_mg_m2_day","N_mg_m2_day","C_mmol_m2_day","N_mmol_m2_day","datetimeSet","datetimeRetrieved"
"MO 2 5",88,0.3312,3.7168,15,"MO","DeepHole","2",5,460,50,"",40.5385556915545,454.932680538556,25.90625,17.5607307324895,1.56481759002382,1.46205401153022,0.111716826588407,2015-07-23 11:00:00,2015-08-18 08:45:00
"MO 2 6",106,0.6,6.08,15,"MO","DeepHole","2",6,500,50,"",73.4394124847001,744.186046511628,23.0729166666667,32.2536616095333,3.18292713251973,2.68534356918935,0.227238318877685,2015-08-18 08:45:00,2015-09-10 10:30:00
"MO 3a 1",19,0.912,8.284,15,"MO","DeepHole","3a",1,475,50,"",111.627906976744,1013.95348837209,20.09375,50.4611378350031,5.55535462403704,4.20124367954401,0.396612738204972,2015-05-22 09:00:00,2015-06-11 11:15:00
"MO 3a 2",39,0.558,4.3896,15,"MO","DeepHole","3a",2,465,50,"",68.2986536107711,537.282741738066,13.90625,38.6360623272317,4.91136385515657,3.21672319767144,0.350636385746882,2015-06-11 11:15:00,2015-06-25 09:00:00
"MO 3a 3",57,0.4224,3.1104,15,"MO","DeepHole","3a",3,480,50,"",51.7013463892289,380.709914320685,14.0833333333333,27.0326566381552,3.67110151876181,2.25065828308677,0.262090491808511,2015-06-25 09:00:00,2015-07-09 11:00:00
"MO 3a 4",75,0.384,3.3024,15,"MO","DeepHole","3a",4,480,50,"",47.0012239902081,404.210526315789,14,28.8721804511278,3.35723028501486,2.40381154367895,0.23968232205432,2015-07-09 11:00:00,2015-07-23 11:00:00
"MO 3a 5",89,0.628363636363636,6.31854545454545,15,"MO","DeepHole","3a",5,480,55,"",76.9110938021587,773.383776566151,25.90625,29.853173522457,2.96882388621119,2.4854860979483,0.211952872578796,2015-07-23 11:00:00,2015-08-18 08:45:00
"MO 3a 6",107,2.0384,15.5624,15,"MO","DeepHole","3a",6,490,50,"",249.498164014688,1904.82252141983,23.0729166666667,82.5566420118752,10.8134644448804,6.87341953308427,0.772004315333789,2015-08-18 08:45:00,2015-09-10 10:30:00
"MO 3b 1",20,0.608,5.624,15,"MO","DeepHole","3b",1,475,50,"",74.4186046511628,688.372093023256,20.09375,34.2580201815617,3.70356974935802,2.85222047969043,0.264408492136648,2015-05-22 09:00:00,2015-06-11 11:15:00
"MO 3b 2",40,0.648,5.472,15,"MO","DeepHole","3b",2,450,50,"",79.3145654834761,669.767441860465,13.90625,48.1630519989548,5.7035193156657,4.00991191399174,0.407190641512508,2015-06-11 11:15:00,2015-06-25 09:00:00
"MO 3b 3",58,0.4992,6.1056,15,"MO","DeepHole","3b",3,480,50,"",61.1015911872705,747.319461444308,14.0833333333333,53.0641037711935,4.33857452217305,4.41795885198514,0.309743308500968,2015-06-25 09:00:00,2015-07-09 11:00:00
"MO 3b 4",76,0.576,5.2992,15,"MO","DeepHole","3b",4,480,50,"",70.5018359853121,648.616891064872,14,46.3297779332051,5.03584542752229,3.85727898869412,0.35952348308148,2015-07-09 11:00:00,2015-07-23 11:00:00
"MO 3b 5",90,1.5696,13.9956,15,"MO","DeepHole","3b",5,545,50,"",192.117503059975,1713.04773561812,25.90625,66.1248824364049,7.41587466576504,5.5053602894351,0.52944061296245,2015-07-23 11:00:00,2015-08-18 08:45:00
"MO 3b 6",108,1.9992,8.568,15,"MO","DeepHole","3b",6,510,50,"",244.700122399021,1048.71481028152,23.0729166666667,45.4521994523818,10.6055132055558,3.78421442447605,0.757158078500446,2015-08-18 08:45:00,2015-09-10 10:30:00
