Sample,Response Base,File Name,Sample Type,Weight_mg,Nitrogen area_mV.s,Nitrogen_mg,Nitrogen_%,Carbon area_mV.s,Carbon_mg,Carbon_%,Nitrogen_Carbon,Nitrogen area_%,Carbon area_%,Comments,Flag
st98_H11,Area,JAZ020315_022.prm,Unknown,0,46.842,0.0111,15.7975,514.6009,0.0591,84.2025,0.091,6.0444,66.4028,,0
st99_H12,Area,JAZ020315_023.prm,Unknown,0,52.6614,0.0134,15.8388,593.1656,0.0712,84.1612,0.0888,6.9004,77.724,,0
st4_A4,Area,JAZ020315_024.prm,Unknown,0,0,0,0,20.532,0.0031,100,0,0,15.6867,seems wrong,1
st5_A5,Area,JAZ020315_025.prm,Unknown,0,361.4724,0.1367,5.2915,1.59E+04,2.4459,94.7085,0.0227,2.2178,97.7822,,0
st15_B3,Area,JAZ020315_026.prm,Unknown,0,13.6964,0.0053,38.0505,188.2584,0.0086,61.9495,0.0728,6.7819,93.2181,Didn't fall added to end of run,1
control_E11,Area,JAZ020315_027.prm,Unknown,0.741,178.3953,0.0636,8.5816,3562.372,0.5308,71.6271,0.0501,4.7689,95.2311,,0
st16_B4,Area,JAZ020315_028.prm,Unknown,0,122.4165,0.0412,9.5451,2658.5883,0.3909,90.4549,0.046,3.9708,86.2364,,0
st17_B5,Area,JAZ020315_029.prm,Unknown,0,84.784,0.0262,6.4694,2583.0035,0.3792,93.5306,0.0328,3.1148,94.8945,,0
st18_B6,Area,JAZ020315_030.prm,Unknown,0,0,0,0,0,0,0,???,0,0,Didn't fall added to end of run,1
st33_C9,Area,JAZ020315_031.prm,Unknown,0,254.5233,0.094,11.8095,4667.3681,0.7018,88.1905,0.0545,5.1712,94.8288,,0
st34_C10,Area,JAZ020315_032.prm,Unknown,0,30.2101,0.0044,24.0772,91.9715,0.014,75.9228,0.3285,2.6862,8.1778,Didn't fall added to end of run,1
st35_C11,Area,JAZ020315_033.prm,Unknown,0,108.5892,0.0357,9.6068,2305.1171,0.3362,90.3932,0.0471,4.4989,95.5011,,0
st36_C12,Area,JAZ020315_034.prm,Unknown,0,191.8015,0.0689,14.0443,2859.2141,0.4219,85.9557,0.0671,4.9966,74.4856,,0
st37_D1,Area,JAZ020315_035.prm,Unknown,0,495.331,0.1901,14.3124,7486.2401,1.138,85.6876,0.0662,6.106,92.2839,,0
st38_D2,Area,JAZ020315_036.prm,Unknown,0,0,0,0,0,0,0,???,0,0,"didn't fall  stuck in insert, no sample analysis ",1
st40_D4,Area,JAZ020315_038.prm,Unknown,0,103.3843,0.0337,10.2053,2046.0827,0.2961,89.7947,0.0505,4.8098,95.1902,"didn't fall stuck in insert, added to end of run ",1
control_F8,Area,JAZ020315_039.prm,Unknown,0.614,365.1985,0.1381,22.4992,6263.936,0.9489,154.536,0.0583,5.2338,89.7714,,0
st44_D8,Area,JAZ020315_040.prm,Unknown,0,92.4771,0.0293,7.6841,2407.2235,0.352,92.3159,0.0384,3.6995,96.3005,,0
st45_D9,Area,JAZ020315_041.prm,Unknown,0,87.9996,0.0275,7.5299,2315.8946,0.3379,92.4701,0.038,3.6607,96.3393,,0
st46_D10,Area,JAZ020315_042.prm,Unknown,0,78.7756,0.0238,6.8337,2232.1113,0.3249,93.1663,0.0353,3.4089,96.5911,,0
st47_D11,Area,JAZ020315_043.prm,Unknown,0,0,0,0,0,0,0,???,0,0,,1
st48_D12,Area,JAZ020315_044.prm,Unknown,0,223.146,0.0815,9.9145,4914.933,0.7401,90.0855,0.0454,4.326,95.2836,,0
st49_E1,Area,JAZ020315_045.prm,Unknown,0,82.3761,0.0253,6.4922,2484.3746,0.3639,93.5078,0.0332,2.2845,68.8967,,0
st50_E2,Area,JAZ020315_046.prm,Unknown,0,135.8907,0.0466,4.3277,6793.0427,1.0307,95.6723,0.02,1.9612,98.0388,,0
st63_F3,Area,JAZ020315_047.prm,Unknown,0,104.6628,0.0342,9.1812,2316.3648,0.3379,90.8188,0.0452,2.6396,58.4181,,0
st64_F4 st64_F4,Area,JAZ020315_048.prm,Unknown,0,345.5331,0.1303,9.8425,7844.8927,1.1935,90.1575,0.044,4.1625,94.5036,,0
st65_F5,Area,JAZ020315_049.prm,Unknown,0,77.0953,0.0232,0.527,2.84E+04,4.371,99.473,0.0027,0.2708,99.6804,,0
control_F3,Area,JAZ020315_050.prm,Unknown,0.468,150.0554,0.0523,0,8653.3842,1.3186,0,0.0173,1.6404,94.6003,,0
st66_F6,Area,JAZ020315_051.prm,Unknown,0,298.0337,0.1113,4.2771,1.62E+04,2.4918,95.7229,0.0184,1.8028,98.1972,,0
st67_F7,Area,JAZ020315_052.prm,Unknown,0,59.7771,0.0162,2.7157,3893.7635,0.582,97.2843,0.0154,1.3565,88.3601,,0
st68_F8,Area,JAZ020315_053.prm,Unknown,0,62.8753,0.0175,1.5323,7392.9832,1.1236,98.4677,0.0085,0.8433,99.1567,,0
st69_F9,Area,JAZ020315_054.prm,Unknown,0,55.8046,0.0147,3.1604,3035.7952,0.4493,96.8396,0.0184,1.2837,69.8361,,0
st73_G1,Area,JAZ020315_055.prm,Unknown,0,133.2554,0.0456,6.1884,4596.8876,0.6909,93.8116,0.029,2.8172,97.1828,,0
st74_G2,Area,JAZ020315_056.prm,Unknown,0,75.969,0.0227,5.357,2725.3611,0.4012,94.643,0.0279,2.6957,96.7062,,0
st75_G3,Area,JAZ020315_057.prm,Unknown,0,61.579,0.017,5.3823,2060.092,0.2983,94.6177,0.0299,2.9024,97.0976,,0
st76_G4,Area,JAZ020315_058.prm,Unknown,0,139.9926,0.0483,8.9913,3289.371,0.4885,91.0087,0.0426,4.0822,95.9178,,0
st77_G5,Area,JAZ020315_059.prm,Unknown,0,62.9845,0.0175,4.0577,2810.7357,0.4144,95.9423,0.0224,2.1917,97.8083,,0
st78_G6,Area,JAZ020315_060.prm,Unknown,0,95.7649,0.0306,8.0873,2380.7719,0.3479,91.9127,0.0402,3.7086,92.1989,,0
control_F4,Area,JAZ020315_061.prm,Unknown,1.079,335.511,0.1263,11.705,6231.6318,0.9439,87.4747,0.0538,5.1089,94.8911,,0
st82_G10,Area,JAZ020315_062.prm,Unknown,0,98.6525,0.0318,6.779,2955.198,0.4368,93.221,0.0334,3.2304,96.7696,,0
st83_G11,Area,JAZ020315_063.prm,Unknown,0,135.1082,0.0463,9.2326,3074.8874,0.4553,90.7674,0.0439,4.209,95.791,,0
st84_G12,Area,JAZ020315_064.prm,Unknown,0,90.2123,0.0284,7.7297,2322.9914,0.339,92.2703,0.0388,3.7383,96.2617,,0
st85_H1,Area,JAZ020315_065.prm,Unknown,0,94.6335,0.0302,8.3221,2279.6297,0.3322,91.6779,0.0415,3.9858,96.0142,,0
st15_B3,Area,JAZ020315_066.prm,Unknown,0,451.3395,0.1725,11.3525,8837.8131,1.3472,88.6475,0.0511,4.8444,94.8591,,0
st18_B6,Area,JAZ020315_067.prm,Unknown,0,91.6467,0.029,9.119,1998.2276,0.2887,90.881,0.0459,2.5295,55.1526,,0
st34_C10,Area,JAZ020315_068.prm,Unknown,0,186.2049,0.0667,9.1805,4396.8461,0.6599,90.8195,0.0423,4.0629,95.9371,,0
st39_D3,Area,JAZ020315_069.prm,Unknown,0,44.656,0.0102,5.1634,1344.8529,0.1876,94.8366,0.0332,1.8054,54.3716,,0
st47_D11,Area,JAZ020315_070.prm,Unknown,0,87.172,0.0272,6.8784,2510.5915,0.368,93.1216,0.0347,3.3557,96.6443,,0
